Curso;Unidade Curricular;Turno;Turma;Inscritos no turno;Dia da semana;Hora início da aula;Hora fim da aula;Data da aula;Características da sala pedida para a aula;Sala atribuída à aula
LS, LS-PL;Teorias Sociológicas Clássicas;L5411TP01;SA1;30;Qua;14:30:00;16:00:00;26/10/2022;Sala de Aulas normal;C2.01
LS, LS-PL;Teorias Sociológicas Clássicas;L5411TP01;SA1;30;Qua;14:30:00;16:00:00;19/10/2022;Sala de Aulas normal;C2.01
LS, LS-PL;Teorias Sociológicas Clássicas;L5411TP01;SA1;30;Qua;14:30:00;16:00:00;12/10/2022;Sala de Aulas normal;C2.01
LS, LS-PL;Teorias Sociológicas Clássicas;L5411TP01;SA1;30;Qua;14:30:00;16:00:00;28/09/2022;Sala/anfiteatro aulas;C2.01
LS, LS-PL;Teorias Sociológicas Clássicas;L5411TP01;SA1;30;Qua;14:30:00;16:00:00;21/09/2022;Sala/anfiteatro aulas;C2.01
MPDRH;Temas e Fontes de Investigação em Economia;00617PL01;MPDRHA1;33;Qua;20:00:00;22:00:00;07/12/2022;Sala Aulas Mestrado;AA2.25
MPDRH;Temas e Fontes de Investigação em Economia;00617PL01;MPDRHA1;33;Qui;20:00:00;22:00:00;10/11/2022;Sala Aulas Mestrado;AA2.25
MPDRH;Temas e Fontes de Investigação em Economia;00617PL01;MPDRHA1;33;Ter;18:00:00;20:00:00;13/12/2022;Sala Aulas Mestrado;AA2.25
MPDRH;Temas e Fontes de Investigação em Economia;00617PL01;MPDRHA1;33;Ter;20:00:00;22:00:00;13/12/2022;Sala Aulas Mestrado;AA2.25
MPDRH;Temas e Fontes de Investigação em Economia;00617PL01;MPDRHA1;33;Ter;20:00:00;22:00:00;22/11/2022;Sala Aulas Mestrado;AA2.25
LSS-PL;Serviço Social com Crianças, Jovens e Famílias;00446TP01;SS-PL-B1;31;Sex;16:30:00;18:00:00;02/12/2022;Sala de Aulas normal;2E07
LSS-PL;Serviço Social com Crianças, Jovens e Famílias;00446TP01;SS-PL-B1;31;Sex;16:30:00;18:00:00;25/11/2022;Sala de Aulas normal;
LSS-PL;Serviço Social com Crianças, Jovens e Famílias;00446TP01;SS-PL-B1;31;Sex;16:30:00;18:00:00;18/11/2022;Sala de Aulas normal;2E07
LSS-PL;Serviço Social com Crianças, Jovens e Famílias;00446TP01;SS-PL-B1;31;Sex;16:30:00;18:00:00;11/11/2022;Sala de Aulas normal;2E07
LSS-PL;Serviço Social com Crianças, Jovens e Famílias;00446TP01;SS-PL-B1;31;Sex;16:30:00;18:00:00;04/11/2022;Sala de Aulas normal;2E07
LSS-PL;Serviço Social com Crianças, Jovens e Famílias;00446TP01;SS-PL-B1;31;Sex;16:30:00;18:00:00;28/10/2022;Sala de Aulas normal;2E07
LSS-PL;Serviço Social com Crianças, Jovens e Famílias;00446TP01;SS-PL-B1;31;Sex;16:30:00;18:00:00;21/10/2022;Sala de Aulas normal;2E07
LSS-PL;Serviço Social com Crianças, Jovens e Famílias;00446TP01;SS-PL-B1;31;Sex;16:30:00;18:00:00;14/10/2022;Sala de Aulas normal;
LSS-PL;Serviço Social com Crianças, Jovens e Famílias;00446TP01;SS-PL-B1;31;Sex;16:30:00;18:00:00;07/10/2022;Sala de Aulas normal;
LSS-PL;Serviço Social com Crianças, Jovens e Famílias;00446TP01;SS-PL-B1;31;Sex;16:30:00;18:00:00;30/09/2022;Sala de Aulas normal;2E07
LSS-PL;Serviço Social com Crianças, Jovens e Famílias;00446TP01;SS-PL-B1;31;Sex;16:30:00;18:00:00;23/09/2022;Sala de Aulas normal;2E07
LSS-PL;Serviço Social com Crianças, Jovens e Famílias;00446TP01;SS-PL-B1;31;Sex;16:30:00;18:00:00;16/09/2022;Sala de Aulas normal;2E07
LSS-PL;Serviço Social com Crianças, Jovens e Famílias;00446TP01;SS-PL-B1;31;Sex;18:00:00;19:30:00;02/12/2022;Sala de Aulas normal;2E07
LSS-PL;Serviço Social com Crianças, Jovens e Famílias;00446TP01;SS-PL-B1;31;Sex;18:00:00;19:30:00;25/11/2022;Sala de Aulas normal;
LSS-PL;Serviço Social com Crianças, Jovens e Famílias;00446TP01;SS-PL-B1;31;Sex;18:00:00;19:30:00;18/11/2022;Sala de Aulas normal;2E07
LSS-PL;Serviço Social com Crianças, Jovens e Famílias;00446TP01;SS-PL-B1;31;Sex;18:00:00;19:30:00;11/11/2022;Sala de Aulas normal;2E07
LSS-PL;Serviço Social com Crianças, Jovens e Famílias;00446TP01;SS-PL-B1;31;Sex;18:00:00;19:30:00;04/11/2022;Sala de Aulas normal;2E07
LSS-PL;Serviço Social com Crianças, Jovens e Famílias;00446TP01;SS-PL-B1;31;Sex;18:00:00;19:30:00;28/10/2022;Sala de Aulas normal;2E07
LSS-PL;Serviço Social com Crianças, Jovens e Famílias;00446TP01;SS-PL-B1;31;Sex;18:00:00;19:30:00;21/10/2022;Sala de Aulas normal;2E07
LSS-PL;Serviço Social com Crianças, Jovens e Famílias;00446TP01;SS-PL-B1;31;Sex;18:00:00;19:30:00;14/10/2022;Sala de Aulas normal;
LSS-PL;Serviço Social com Crianças, Jovens e Famílias;00446TP01;SS-PL-B1;31;Sex;18:00:00;19:30:00;07/10/2022;Sala de Aulas normal;
LSS-PL;Serviço Social com Crianças, Jovens e Famílias;00446TP01;SS-PL-B1;31;Sex;18:00:00;19:30:00;30/09/2022;Sala de Aulas normal;2E07
LSS-PL;Serviço Social com Crianças, Jovens e Famílias;00446TP01;SS-PL-B1;31;Sex;18:00:00;19:30:00;23/09/2022;Sala de Aulas normal;2E07
LSS-PL;Serviço Social com Crianças, Jovens e Famílias;00446TP01;SS-PL-B1;31;Sex;18:00:00;19:30:00;16/09/2022;Sala de Aulas normal;2E07
METI;Dissertação em Engenharia de Telecomunicações e Informática (2020);DETIT02;METI-PL-B1;9;Qua;18:00:00;19:30:00;07/12/2022;Não necessita de sala;
METI;Dissertação em Engenharia de Telecomunicações e Informática (2020);DETIT02;METI-PL-B1;9;Qua;18:00:00;19:30:00;30/11/2022;Não necessita de sala;
METI;Dissertação em Engenharia de Telecomunicações e Informática (2020);DETIT02;METI-PL-B1;9;Qua;18:00:00;19:30:00;23/11/2022;Não necessita de sala;
METI;Dissertação em Engenharia de Telecomunicações e Informática (2020);DETIT02;METI-PL-B1;9;Qua;18:00:00;19:30:00;09/11/2022;Não necessita de sala;
METI;Dissertação em Engenharia de Telecomunicações e Informática (2020);DETIT02;METI-PL-B1;9;Qua;19:30:00;21:00:00;16/11/2022;Sala Aulas Mestrado;
METI;Dissertação em Engenharia de Telecomunicações e Informática (2020);DETIT02;METI-PL-B1;9;Qua;19:30:00;21:00:00;02/11/2022;Sala Aulas Mestrado;
LE;Introdução à Ciência Económica;00248TP05;EA3;31;Qua;09:30:00;11:00:00;14/12/2022;Sala/anfiteatro aulas;
LE;Introdução à Ciência Económica;00248TP05;EA3;31;Qua;09:30:00;11:00:00;07/12/2022;Sala de Aulas normal;AA3.26
LE;Introdução à Ciência Económica;00248TP05;EA3;31;Qua;09:30:00;11:00:00;30/11/2022;Sala de Aulas normal;AA3.26
LE;Introdução à Ciência Económica;00248TP05;EA3;31;Qua;09:30:00;11:00:00;23/11/2022;Sala de Aulas normal;AA3.26
LE;Introdução à Ciência Económica;00248TP05;EA3;31;Qua;09:30:00;11:00:00;16/11/2022;Sala de Aulas normal;AA3.26
LE;Introdução à Ciência Económica;00248TP05;EA3;31;Qua;09:30:00;11:00:00;09/11/2022;Sala de Aulas normal;AA3.26
LE;Introdução à Ciência Económica;00248TP05;EA3;31;Qua;09:30:00;11:00:00;02/11/2022;Sala de Aulas normal;AA3.26
LE;Introdução à Ciência Económica;00248TP05;EA3;31;Qua;09:30:00;11:00:00;26/10/2022;Sala de Aulas normal;AA3.26
LE;Introdução à Ciência Económica;00248TP05;EA3;31;Qua;09:30:00;11:00:00;19/10/2022;Sala de Aulas normal;AA3.26
LE;Introdução à Ciência Económica;00248TP05;EA3;31;Qua;09:30:00;11:00:00;12/10/2022;Sala de Aulas normal;
LE;Introdução à Ciência Económica;00248TP05;EA3;31;Qua;09:30:00;11:00:00;28/09/2022;Sala de Aulas normal;AA3.26
LE;Introdução à Ciência Económica;00248TP05;EA3;31;Qua;09:30:00;11:00:00;21/09/2022;Sala de Aulas normal;AA3.26
LE;Introdução à Ciência Económica;00248TP05;EA3;31;Sex;11:00:00;12:30:00;09/12/2022;Sala/anfiteatro aulas;AA3.26
LE;Introdução à Ciência Económica;00248TP05;EA3;31;Sex;11:00:00;12:30:00;02/12/2022;Sala de Aulas normal;AA3.26
LE;Introdução à Ciência Económica;00248TP05;EA3;31;Sex;11:00:00;12:30:00;25/11/2022;Sala de Aulas normal;AA3.26
LE;Introdução à Ciência Económica;00248TP05;EA3;31;Sex;11:00:00;12:30:00;18/11/2022;Sala de Aulas normal;AA3.26
LE;Introdução à Ciência Económica;00248TP05;EA3;31;Sex;11:00:00;12:30:00;11/11/2022;Sala de Aulas normal;AA3.26
LE;Introdução à Ciência Económica;00248TP05;EA3;31;Sex;11:00:00;12:30:00;04/11/2022;Sala de Aulas normal;AA3.26
LE;Introdução à Ciência Económica;00248TP05;EA3;31;Sex;11:00:00;12:30:00;28/10/2022;Sala de Aulas normal;AA3.26
LE;Introdução à Ciência Económica;00248TP05;EA3;31;Sex;11:00:00;12:30:00;21/10/2022;Sala de Aulas normal;AA3.26
LE;Introdução à Ciência Económica;00248TP05;EA3;31;Sex;11:00:00;12:30:00;14/10/2022;Sala de Aulas normal;AA3.26
LE;Introdução à Ciência Económica;00248TP05;EA3;31;Sex;11:00:00;12:30:00;07/10/2022;Sala de Aulas normal;AA3.26
LE;Introdução à Ciência Económica;00248TP05;EA3;31;Sex;11:00:00;12:30:00;30/09/2022;Sala de Aulas normal;AA3.26
LE;Introdução à Ciência Económica;00248TP05;EA3;31;Sex;11:00:00;12:30:00;23/09/2022;Sala de Aulas normal;AA3.26
LEI, LEI-PL;Agentes Autónomos;03727PL08;EI-PL-C2, EI-PL-C1;51;Sex;18:00:00;19:30:00;09/12/2022;Sala/anfiteatro aulas;C5.08
LEI, LEI-PL;Agentes Autónomos;03727PL08;EI-PL-C2, EI-PL-C1;51;Sex;18:00:00;19:30:00;02/12/2022;Sala/anfiteatro aulas;C5.08
LEI, LEI-PL;Agentes Autónomos;03727PL08;EI-PL-C2, EI-PL-C1;51;Sex;18:00:00;19:30:00;25/11/2022;Sala/anfiteatro aulas;C5.08
LEI, LEI-PL;Agentes Autónomos;03727PL08;EI-PL-C2, EI-PL-C1;51;Sex;18:00:00;19:30:00;18/11/2022;Sala/anfiteatro aulas;C5.08
LEI, LEI-PL;Agentes Autónomos;03727PL08;EI-PL-C2, EI-PL-C1;51;Sex;18:00:00;19:30:00;11/11/2022;Sala/anfiteatro aulas;C5.08
LEI, LEI-PL;Agentes Autónomos;03727PL08;EI-PL-C2, EI-PL-C1;51;Sex;18:00:00;19:30:00;04/11/2022;Não necessita de sala;
LEI, LEI-PL;Agentes Autónomos;03727PL08;EI-PL-C2, EI-PL-C1;51;Sex;18:00:00;19:30:00;28/10/2022;Laboratório de Informática;D1.09
LEI, LEI-PL;Agentes Autónomos;03727PL08;EI-PL-C2, EI-PL-C1;51;Sex;18:00:00;19:30:00;21/10/2022;Sala/anfiteatro aulas;C5.08
LEI, LEI-PL;Agentes Autónomos;03727PL08;EI-PL-C2, EI-PL-C1;51;Sex;18:00:00;19:30:00;14/10/2022;Laboratório de Informática;D1.09
LEI, LEI-PL;Agentes Autónomos;03727PL08;EI-PL-C2, EI-PL-C1;51;Sex;18:00:00;19:30:00;30/09/2022;Laboratório de Informática;D1.09
LEI, LEI-PL;Agentes Autónomos;03727PL08;EI-PL-C2, EI-PL-C1;51;Sex;18:00:00;19:30:00;23/09/2022;Sala/anfiteatro aulas;C5.08
LEI, LEI-PL;Agentes Autónomos;03727PL08;EI-PL-C2, EI-PL-C1;51;Sex;18:00:00;19:30:00;16/09/2022;Laboratório de Informática;D1.09
MED;Metodologias de Planeamento e Avaliação de Projectos de Desenvolvimento;MPAPDTP01;MEDA1;33;Sex;20:00:00;22:00:00;04/11/2022;Sala Aulas Mestrado;2E04
MED;Metodologias de Planeamento e Avaliação de Projectos de Desenvolvimento;MPAPDTP01;MEDA1;33;Sex;20:00:00;22:00:00;28/10/2022;Sala Aulas Mestrado;2E04
MED;Metodologias de Planeamento e Avaliação de Projectos de Desenvolvimento;MPAPDTP01;MEDA1;33;Sex;20:00:00;22:00:00;21/10/2022;Sala Aulas Mestrado;2E04
MED;Metodologias de Planeamento e Avaliação de Projectos de Desenvolvimento;MPAPDTP01;MEDA1;33;Sex;20:00:00;22:00:00;14/10/2022;Sala Aulas Mestrado;2E04
MED;Metodologias de Planeamento e Avaliação de Projectos de Desenvolvimento;MPAPDTP01;MEDA1;33;Sex;20:00:00;22:00:00;07/10/2022;Sala Aulas Mestrado;C6.08
MED;Metodologias de Planeamento e Avaliação de Projectos de Desenvolvimento;MPAPDTP01;MEDA1;33;Sex;18:00:00;20:00:00;04/11/2022;Sala Aulas Mestrado;2E04
MED;Metodologias de Planeamento e Avaliação de Projectos de Desenvolvimento;MPAPDTP01;MEDA1;33;Sex;18:00:00;20:00:00;28/10/2022;Sala Aulas Mestrado;2E04
MED;Metodologias de Planeamento e Avaliação de Projectos de Desenvolvimento;MPAPDTP01;MEDA1;33;Sex;18:00:00;20:00:00;21/10/2022;Sala Aulas Mestrado;2E04
MED;Metodologias de Planeamento e Avaliação de Projectos de Desenvolvimento;MPAPDTP01;MEDA1;33;Sex;18:00:00;20:00:00;14/10/2022;Sala Aulas Mestrado;2E04
MED;Metodologias de Planeamento e Avaliação de Projectos de Desenvolvimento;MPAPDTP01;MEDA1;33;Sex;18:00:00;20:00:00;07/10/2022;Sala Aulas Mestrado;C6.08
CT, LCD, LCD-PL, LCP, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG;Escrita de Textos Técnicos e Científicos;00665TP02;CT-ESPP-01, CI-CT-04;27;Seg;09:00:00;11:00:00;07/11/2022;Sala de Aulas normal;D1.07
CT, LCD, LCD-PL, LCP, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG;Escrita de Textos Técnicos e Científicos;00665TP02;CT-ESPP-01, CI-CT-04;27;Seg;09:00:00;11:00:00;31/10/2022;Sala de Aulas normal;D1.07
CT, LCD, LCD-PL, LCP, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG;Escrita de Textos Técnicos e Científicos;00665TP02;CT-ESPP-01, CI-CT-04;27;Seg;09:00:00;11:00:00;24/10/2022;Sala de Aulas normal;D1.07
CT, LCD, LCD-PL, LCP, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG;Escrita de Textos Técnicos e Científicos;00665TP02;CT-ESPP-01, CI-CT-04;27;Seg;09:00:00;11:00:00;17/10/2022;Sala de Aulas normal;D1.07
CT, LCD, LCD-PL, LCP, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG;Escrita de Textos Técnicos e Científicos;00665TP02;CT-ESPP-01, CI-CT-04;27;Seg;09:00:00;11:00:00;10/10/2022;Sala de Aulas normal;D1.07
CT, LCD, LCD-PL, LCP, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG;Escrita de Textos Técnicos e Científicos;00665TP02;CT-ESPP-01, CI-CT-04;27;Seg;09:00:00;11:00:00;03/10/2022;Sala de Aulas normal;D1.07
LETI;Teoria dos Circuitos;L2001TP02;ET-B9, ET-B8, ET-B7, ET-B12, ET-B11, ET-B10;25;Ter;09:30:00;11:00:00;06/12/2022;Laboratório de Electrónica;C7.08
LETI;Teoria dos Circuitos;L2001TP02;ET-B9, ET-B8, ET-B7, ET-B12, ET-B11, ET-B10;25;Ter;09:30:00;11:00:00;29/11/2022;Laboratório de Electrónica;C7.08
LETI;Teoria dos Circuitos;L2001TP02;ET-B9, ET-B8, ET-B7, ET-B12, ET-B11, ET-B10;25;Ter;09:30:00;11:00:00;22/11/2022;Sala/anfiteatro aulas;1E03
LETI;Teoria dos Circuitos;L2001TP02;ET-B9, ET-B8, ET-B7, ET-B12, ET-B11, ET-B10;25;Ter;09:30:00;11:00:00;15/11/2022;Laboratório de Electrónica;C7.08
LETI;Teoria dos Circuitos;L2001TP02;ET-B9, ET-B8, ET-B7, ET-B12, ET-B11, ET-B10;25;Ter;09:30:00;11:00:00;08/11/2022;Laboratório de Electrónica;C7.08
LETI;Teoria dos Circuitos;L2001TP02;ET-B9, ET-B8, ET-B7, ET-B12, ET-B11, ET-B10;25;Ter;09:30:00;11:00:00;25/10/2022;Sala/anfiteatro aulas;1E03
LETI;Teoria dos Circuitos;L2001TP02;ET-B9, ET-B8, ET-B7, ET-B12, ET-B11, ET-B10;25;Ter;09:30:00;11:00:00;18/10/2022;Sala/anfiteatro aulas;1E03
LETI;Teoria dos Circuitos;L2001TP02;ET-B9, ET-B8, ET-B7, ET-B12, ET-B11, ET-B10;25;Ter;09:30:00;11:00:00;11/10/2022;Lab ISTA;C7.08
LETI;Teoria dos Circuitos;L2001TP02;ET-B9, ET-B8, ET-B7, ET-B12, ET-B11, ET-B10;25;Ter;09:30:00;11:00:00;04/10/2022;Laboratório de Electrónica;C7.08
LETI;Teoria dos Circuitos;L2001TP02;ET-B9, ET-B8, ET-B7, ET-B12, ET-B11, ET-B10;25;Ter;09:30:00;11:00:00;27/09/2022;Sala/anfiteatro aulas;1E03
LETI;Teoria dos Circuitos;L2001TP02;ET-B9, ET-B8, ET-B7, ET-B12, ET-B11, ET-B10;25;Ter;09:30:00;11:00:00;20/09/2022;Sala/anfiteatro aulas;1E03
LETI;Teoria dos Circuitos;L2001TP02;ET-B9, ET-B8, ET-B7, ET-B12, ET-B11, ET-B10;25;Ter;09:30:00;11:00:00;13/09/2022;Sala/anfiteatro aulas;1E03
LETI;Teoria dos Circuitos;L2001TP02;ET-B9, ET-B8, ET-B7, ET-B12, ET-B11, ET-B10;25;Ter;08:00:00;09:30:00;06/12/2022;Laboratório de Electrónica;C7.08
LETI;Teoria dos Circuitos;L2001TP02;ET-B9, ET-B8, ET-B7, ET-B12, ET-B11, ET-B10;25;Ter;08:00:00;09:30:00;29/11/2022;Laboratório de Electrónica;C7.08
LETI;Teoria dos Circuitos;L2001TP02;ET-B9, ET-B8, ET-B7, ET-B12, ET-B11, ET-B10;25;Ter;08:00:00;09:30:00;22/11/2022;Sala/anfiteatro aulas;1E03
LETI;Teoria dos Circuitos;L2001TP02;ET-B9, ET-B8, ET-B7, ET-B12, ET-B11, ET-B10;25;Ter;08:00:00;09:30:00;15/11/2022;Laboratório de Electrónica;C7.08
LETI;Teoria dos Circuitos;L2001TP02;ET-B9, ET-B8, ET-B7, ET-B12, ET-B11, ET-B10;25;Ter;08:00:00;09:30:00;08/11/2022;Laboratório de Electrónica;C7.08
LETI;Teoria dos Circuitos;L2001TP02;ET-B9, ET-B8, ET-B7, ET-B12, ET-B11, ET-B10;25;Ter;08:00:00;09:30:00;25/10/2022;Sala/anfiteatro aulas;1E03
LETI;Teoria dos Circuitos;L2001TP02;ET-B9, ET-B8, ET-B7, ET-B12, ET-B11, ET-B10;25;Ter;08:00:00;09:30:00;18/10/2022;Sala/anfiteatro aulas;1E03
LETI;Teoria dos Circuitos;L2001TP02;ET-B9, ET-B8, ET-B7, ET-B12, ET-B11, ET-B10;25;Ter;08:00:00;09:30:00;11/10/2022;Lab ISTA;C7.08
LETI;Teoria dos Circuitos;L2001TP02;ET-B9, ET-B8, ET-B7, ET-B12, ET-B11, ET-B10;25;Ter;08:00:00;09:30:00;04/10/2022;Laboratório de Electrónica;C7.08
LETI;Teoria dos Circuitos;L2001TP02;ET-B9, ET-B8, ET-B7, ET-B12, ET-B11, ET-B10;25;Ter;08:00:00;09:30:00;27/09/2022;Sala/anfiteatro aulas;1E03
LETI;Teoria dos Circuitos;L2001TP02;ET-B9, ET-B8, ET-B7, ET-B12, ET-B11, ET-B10;25;Ter;08:00:00;09:30:00;20/09/2022;Sala/anfiteatro aulas;1E03
LETI;Teoria dos Circuitos;L2001TP02;ET-B9, ET-B8, ET-B7, ET-B12, ET-B11, ET-B10;25;Ter;08:00:00;09:30:00;13/09/2022;Sala/anfiteatro aulas;1E03
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Seg;09:30:00;11:00:00;28/11/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Seg;09:30:00;11:00:00;21/11/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Seg;09:30:00;11:00:00;14/11/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Seg;09:30:00;11:00:00;07/11/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Seg;09:30:00;11:00:00;31/10/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Seg;09:30:00;11:00:00;24/10/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Seg;09:30:00;11:00:00;17/10/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Seg;09:30:00;11:00:00;10/10/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Seg;09:30:00;11:00:00;03/10/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Seg;09:30:00;11:00:00;26/09/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Seg;09:30:00;11:00:00;19/09/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Seg;09:30:00;11:00:00;12/09/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Ter;09:30:00;11:00:00;06/12/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Ter;09:30:00;11:00:00;29/11/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Ter;09:30:00;11:00:00;22/11/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Ter;09:30:00;11:00:00;15/11/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Ter;09:30:00;11:00:00;08/11/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Ter;09:30:00;11:00:00;25/10/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Ter;09:30:00;11:00:00;18/10/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Ter;09:30:00;11:00:00;11/10/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Ter;09:30:00;11:00:00;04/10/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Ter;09:30:00;11:00:00;27/09/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Ter;09:30:00;11:00:00;20/09/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Ter;09:30:00;11:00:00;13/09/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Qui;09:30:00;11:00:00;15/12/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Qui;09:30:00;11:00:00;24/11/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Qui;09:30:00;11:00:00;17/11/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Qui;09:30:00;11:00:00;10/11/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Qui;09:30:00;11:00:00;03/11/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Qui;09:30:00;11:00:00;27/10/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Qui;09:30:00;11:00:00;20/10/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Qui;09:30:00;11:00:00;13/10/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Qui;09:30:00;11:00:00;06/10/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Qui;09:30:00;11:00:00;29/09/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Qui;09:30:00;11:00:00;22/09/2022;Sala de Aulas normal;C4.01
LGM;Análise de Dados em Marketing;ADMktTP01;GMKB1;46;Qui;09:30:00;11:00:00;15/09/2022;Sala de Aulas normal;C4.01
PGIAO, MAP;Sociedade da Informação e do Conhecimento;00842T01;MAPA1;46;Ter;18:00:00;20:00:00;11/10/2022;Sala Aulas Mestrado;Auditório Silva Leal
PGIAO, MAP;Sociedade da Informação e do Conhecimento;00842T01;MAPA1;46;Ter;18:00:00;20:00:00;04/10/2022;Sala Aulas Mestrado;Auditório Silva Leal
PGIAO, MAP;Sociedade da Informação e do Conhecimento;00842T01;MAPA1;46;Ter;18:00:00;20:00:00;27/09/2022;Sala Aulas Mestrado;
CT;Introdução ao Spss;02137TP02;CI-CT-02;26;Sex;13:00:00;16:00:00;25/11/2022;Laboratório de Informática;0S01
CT;Introdução ao Spss;02137TP02;CI-CT-02;26;Sex;13:00:00;16:00:00;18/11/2022;Laboratório de Informática;0S01
CT;Introdução ao Spss;02137TP02;CI-CT-02;26;Sex;13:00:00;16:00:00;11/11/2022;Laboratório de Informática;0S01
CT;Introdução ao Spss;02137TP02;CI-CT-02;26;Sex;13:00:00;16:00:00;04/11/2022;Laboratório de Informática;0S01
CIIBS;Gestão Integrada de Projectos;L6017TP01;CI-IBS-1;58;Qui;13:00:00;14:30:00;15/12/2022;Sala de Aulas normal;Auditório 2
CIIBS;Gestão Integrada de Projectos;L6017TP01;CI-IBS-1;58;Qui;13:00:00;14:30:00;24/11/2022;Sala de Aulas normal;Auditório 2
CIIBS;Gestão Integrada de Projectos;L6017TP01;CI-IBS-1;58;Qui;13:00:00;14:30:00;17/11/2022;Sala de Aulas normal;Auditório 2
CIIBS;Gestão Integrada de Projectos;L6017TP01;CI-IBS-1;58;Qui;13:00:00;14:30:00;10/11/2022;Sala de Aulas normal;Auditório 2
CIIBS;Gestão Integrada de Projectos;L6017TP01;CI-IBS-1;58;Qui;13:00:00;14:30:00;03/11/2022;Sala de Aulas normal;Auditório 2
CIIBS;Gestão Integrada de Projectos;L6017TP01;CI-IBS-1;58;Qui;13:00:00;14:30:00;27/10/2022;Sala de Aulas normal;Auditório 2
CIIBS;Gestão Integrada de Projectos;L6017TP01;CI-IBS-1;58;Qui;13:00:00;14:30:00;20/10/2022;Sala de Aulas normal;Auditório 2
